product,revenue,attributable_cost,volume_variable_cost,product_specific_cost,rev_pc,attributable_cost_pc,cont_pc,cost_coverage,fy
Total Priority Mail Express,794.0895919999999,419.66681030837987,404.2714122746986,15.395398033681264,20.300800190775316,10.728729035867312,9.5721,1.8921905961934098,2013
Total First-Class Package Service,1191.738939,1001.6754880663146,1000.6177565918974,1.05773147441719,2.189352537935806,1.8401855475380022,0.3492,1.1897455345549024,2013
Total Priority Mail,6374.319878,4861.058192436362,4798.4590384492585,62.5991539871029,7.315321404069742,5.578666229834017,1.7367,1.31130293562793,2013
Total Ground,2469.3508,1984.6130204766214,1984.5640661412017,0.048954335419687904,1.8013472687188763,1.447739723290624,0.35360754542825235,1.2442480093207113,2013
Total Competitive International,2222.88097558,1271.0275059528626,1261.9805538692135,9.046952083649286,None,None,None,None,2013
Total Domestic Competitive Services,688.7676510000001,343.0118456755838,305.8830983400108,37.12874733557293,None,None,None,None,2013
Total Competitive Mail and Services,13741.147835579999,9881.052862916125,9755.77592566628,125.27693724984327,None,None,None,None,2013
Total All Mail and Services,65015.494179119996,39169.46853372358,38962.52671479207,207.07781893151653,None,None,None,None,2013
RPW items:,None,None,None,None,None,None,None,None,2013
Miscellaneous Items,2261.36030544999,0,0,0,None,None,None,None,2013
Appropriations:  Revenue Forgone,41.205,0,0,0,None,None,None,None,2013
Total Operating Income,67318.05948456998,39169.46853372358,38962.52671479207,207.07781893151653,None,None,None,None,2013
Investment Income,23.703090550000002,0,0,0,None,None,None,None,2013
Total,67341.76257511998,39169.46853372358,38962.52671479207,207.07781893151653,None,None,None,None,2013
All Other (note 3),None,33149.394248352975,None,None,None,None,None,None,2013
Total (note 3),None,72318.86278207655,None,None,None,None,None,None,2013
"PUBLIC COST AND REVENUE ANALYSIS
Fiscal Year 2014",None,None,None,None,None,None,None,None,2014
Mail Classes and Products,Revenue,Cost,Variable Cost,Specific Cost,$,Cost $,$,Coverage,2014
(note 1),(note 1),(note 2),(note 2),(note 2),,(note 2),(note 2),(note 2),2014
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2014
First-Class Mail:,None,None,None,None,None,None,None,None,2014
Single-Piece Letters,10128.810167,5710.345074850546,5682.232931850545,28.112143,0.49170476357090775,0.27720964542169063,0.21449511814921712,1.7737649886710387,2014
Single-Piece Postcards,319.122563,266.4909186505445,265.2286436505445,1.262275,0.3450192399982151,0.2881165573342334,0.056902682663981685,1.1974988289130881,2014
Total Single-Piece Letters and Cards,10447.93273,5976.83599350109,5947.46157550109,29.374418,0.4854014035547588,0.27767833647432283,0.20772306708043597,1.7480708423922884,2014
Presort Letters,14630.289951,4560.033697303078,4553.467281141968,6.566416161110817,0.3850582658466239,0.12001666908629348,0.2650415967603304,3.20837320997271,2014
Presort Cards,558.7566879999999,184.1894929709716,183.81059993019284,0.37889304077874664,0.25417463258436723,0.08378655272900752,0.1703880798553597,3.0335969711804376,2014
Total Presort Letters and Cards,15189.046639,4744.22319027405,4737.27788107216,6.945309201889564,0.3778997666529523,0.1180351130103662,0.25986465364258604,3.201587705683511,2014
Flats,2491.58714,1566.096880497647,1564.3778805206614,1.7189999769856386,1.3976688086676243,0.8785102178779222,0.5191585907897022,1.5909533893000714,2014
Parcels,590.870737,542.7589457179672,542.7382667179672,0.020679,2.534671160619402,2.3282849542767643,0.20638620634263782,1.088643018528953,2014
First-Class NSAs,39.07427,12.638178,12.638178,0,0.37930943735336914,0.12268380666744967,0.2566256306859195,3.0917644932679376,2014
Outbound Single-Piece First-Class Mail Int'l,307.87065799999993,188.41512417685072,188.00912554613123,0.4059986307194801,1.4283952750661533,0.874169935107022,0.5542253399591313,1.634001831567542,2014
Inbound Single-Piece First-Class Mail Int'l,174.50811177555553,249.31148582063778,248.85518963610414,0.45629618453365556,0.7203995883379043,1.0292008200976763,-0.30880123175977203,0.6999601771299937,2014
Fees (note 2),167.25458799999998,0,0,0,None,None,None,None,2014
Total First-Class,29408.144873775556,13280.279797988242,13241.358096994116,38.92170099412834,0.4573995613050932,0.20655482281119672,0.25084473849389644,2.2144220845580707,2014
Standard Mail:,None,None,None,None,None,None,None,None,2014
High Density and Saturation Letters,879.736988,369.70585032458206,368.931080426123,0.7747698984590771,0.14735634506330722,0.06192589784840617,0.08543044721490105,2.379559282677398,2014
High Density and Saturation Flats and Parcels,2005.55566,881.0912382732862,879.6258598366582,1.46537843662804,0.17781903504668575,0.07812039172118775,0.09969864332549801,2.2762179135163993,2014
Carrier Route,2364.039795,1685.6770652542298,1684.5057700494165,1.1712952048134537,0.26325269593675144,0.18771216662489698,0.07554052931185445,1.4024274540648514,2014
Letters,9817.517794,4895.394971884534,4889.156497876803,6.238474007731835,0.20635829690131843,0.10290523245921696,0.10345306444210148,2.005323655267983,2014
Flats,2037.354494,2497.0079810033913,2496.3510426113153,0.6569383920756751,0.40308575810163827,0.4940271111251163,-0.09094135302347806,0.8159182948151069,2014
Parcels,67.96658199999999,102.53918207483694,102.53614507483695,0.0030369999999999998,1.0322059751921868,1.557258777982484,-0.5250528027902972,0.6628352267369894,2014
Standard Mail NSAs,118.41405499999999,63.2976868633605,63.2976868633605,0,0.21029639889550858,0.11178383100458883,0.09851256789091975,1.8812774352569444,2014
Every Door Direct Mail Retail,148.999953,39.30206783336746,39.26100783336746,0.04106,0.16738780933859693,0.04415227592121666,0.12323553341738026,3.7911479271708712,2014
Fees (note 2),57.085375,0,0,0,None,None,None,None,2014
Total Standard Mail,17496.670695999997,10534.016043511589,10523.665090571882,10.350952939708082,0.21768147650452496,0.13105694253011144,0.08662453397441353,1.660968677447292,2014
Periodicals:,None,None,None,None,None,None,None,None,2014
In County,66.6065,85.68936047424316,85.64033260849105,0.04902786575210886,0.11363769342901155,0.1461950601773116,-0.03255736674830005,0.7773018684159841,2014
Outside County (note 2),1552.2225689999998,2048.482976909202,2048.0263843835373,0.45659252566460884,0.28436358505056364,0.37527734415318353,-0.0909137591026199,0.7577424789450918,2014
Fees (note 2),6.511166,0,0,0,None,None,None,None,2014
Total Periodicals,1625.340235,2134.172337383445,2133.6667169920283,0.5056203914167177,0.26888618597326647,0.35306420628213014,-0.08417802030886368,0.7615787190797872,2014
Package Services:,None,None,None,None,None,None,None,None,2014
Alaska Bypass,33.106814,16.379640553191702,16.379640553191702,0,25.66630591350917,12.698439215308934,12.967866698200236,2.0212173699714597,2014
Inbound Surface Parcel Post (at UPU Rates),18.07562364,12.860419454613803,12.860419454613803,0,19.95707708189573,14.19903332094599,5.7580437609497395,1.4055236459270537,2014
Bound Printed Matter Flats,201.907028,134.2793224879447,133.95353585689637,0.325786631048324,0.8084526884688877,0.5376656788349125,0.2707870096339753,1.5036345452080067,2014
Bound Printed Matter Parcels,272.314097,251.15084486926702,250.87432613713347,0.276518732133546,1.2846416529960212,1.1848040188099496,0.09983763418607161,1.0842651042712965,2014
Media and Library Mail (note 2),307.788493,328.09545981369513,327.98287757822544,0.112582235469668,3.566308785362395,3.8016032027912603,-0.23529441742886537,0.9381065290411938,2014
Fees (note 2),2.672049,0,0,0,None,None,None,None,2014
Total Package Services,835.86410464,742.7656871787124,742.0507995800608,0.714887598651538,1.5191402040897939,1.349938598090108,0.16920160599968592,1.125340223799121,2014
International Negotiated Service Agreements,164.24543205444442,143.0609554793253,142.71079953607793,0.3501559432473652,1.0360216119173689,0.9023949089128954,0.13362670300447343,1.1480800719115891,2014
"Free Mail - blind, handicapped & servicemen",0,39.50437666931774,39.50437666931774,0,0,0.8336696660040974,-0.8336696660040974,None,2014
Total Market Dominant Mail,49530.26534147,26873.79919821063,26822.95588034348,50.84331786715204,0.3260141681767265,0.17688658098137686,0.14912758719534966,1.8430689675156888,2014
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2014
Ancillary Services,None,None,None,None,None,None,None,None,2014
Certified Mail,687.3171970000001,542.2383467420661,542.229843742066,0.008503,3.23415150017514,2.551487101185307,0.6826643989898331,1.2675554968209315,2014
COD,3.597863,2.6732421305025644,2.6732271305025646,1.4999999999999999e-05,9.890461306701193,7.348695004556615,2.5417663021445778,1.3458799556341006,2014
Insurance,91.612631,63.45149218238653,63.45070718238652,0.000785,4.666286131544945,3.2318995182716974,1.4343866132732477,1.4438215375087855,2014
Registered Mail,34.933311,28.625098529245516,28.625011529245516,8.7e-05,15.98295755057969,13.09677558689161,2.886181963688079,1.220373476245315,2014
Stamped Envelopes,9.927505,7.841380359916498,7.841380359916498,0,None,None,None,None,2014
Stamped Cards (note 3),1.68052,0.5759984362990065,0.5759984362990065,0,None,None,None,None,2014
Other Ancillary Services (note 2),525.2297619999999,259.6348801097869,259.5102571097869,0.12462300000000001,None,None,None,None,2014
Total Domestic Ancillary Services,1354.298789,905.0404384902031,904.906425490203,0.13401300000000002,None,None,None,None,2014
Total International Ancillary Services (note 2),41.099345,12.773876777496515,12.773876777496515,0,1.5381076356435144,0.478051351140432,1.0600562845030823,3.2174527526681564,2014
Special Services:,None,None,None,None,None,None,None,None,2014
Address Management Services,17.230121,4.346440328695983,0.06112698139158056,4.285313347304402,None,None,None,None,2014
Caller Service,97.90157,21.930467365161583,21.930467365161583,0,None,None,None,None,2014
Credit Card Authentication (note 4),15.117745000000001,1.2621710000000002,1.2621710000000002,0,None,None,None,None,2014
Customized Postage,0.6,0.0692,0.0692,0,None,None,None,None,2014
Money Orders,165.260986,99.65116318488107,97.27591023328743,2.37525295159363,1.7043796241115579,1.0277284201325478,0.67665120397901,1.6583949521331143,2014
Post Office Box Service,365.286587,281.935387933639,281.913387933639,0.022,None,None,None,None,2014
Stamp Fulfillment Services,3.298493,4.2537579999999995,4.2537579999999995,0,None,None,None,None,2014
Total Special Services,664.695502,413.4265878123781,406.84194240348006,6.736487188898031,None,None,None,None,2014
Total Market Dominant Services,2060.093636,1331.2409030800777,1324.5222446711796,6.870500188898031,None,None,None,None,2014
Total Market Dominant Mail and Services,51590.35897747,28205.040101290706,28147.478125014663,57.71381805605007,None,None,None,None,2014
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2014
Total Priority Mail Express,759.8434139999999,365.5054651040739,360.6661647854644,4.839300318609439,20.972457378358556,10.088325630275595,10.8841,2.0788838650706425,2014
Total First-Class Package Service,1461.8416350000002,1154.7584937715712,1153.930652762864,0.827841008707346,2.3035085195321106,1.8196198307109248,0.4839,1.2659284542047065,2014
Total Priority Mail,6883.897939,5234.390060630555,5131.947907530555,102.4421531,7.481821484444561,5.689040186333413,1.7928,1.3151289566239812,2014
Total Ground,3160.3370510000004,2472.028588099897,2471.9815961572563,0.0469919426411165,2.005804472918065,1.5689484758036025,0.43685599711446255,1.2784387147517438,2014
Total Competitive International,2318.9792944,1384.701123193044,1373.8664974447445,10.834625748299466,8.208540769954258,4.904906976855504,3.3036337930987543,1.6735364826871166,2014
Total Domestic Competitive Services,695.128955,358.52159701304504,322.41045971385745,36.1111372991876,None,None,None,None,2014
Total Competitive Mail and Services,15280.0282884,10969.905327812186,10814.80327839474,155.10204941744496,None,None,None,None,2014
Total All Mail and Services,66870.38726587,39174.945429102896,38962.281403409404,212.81586747349502,None,None,None,None,2014
Miscellaneous Items,907.870457409987,0,0,0,None,None,None,None,2014
Appropriations:  Revenue Forgone,52.457,0,0,0,None,None,None,None,2014
Total Operating Income,67830.71472327998,39174.945429102896,38962.281403409404,212.81586747349502,None,None,None,None,2014
Investment Income,23.60924759,0,0,0,None,None,None,None,2014
Total,67854.32397086997,39174.945429102896,38962.281403409404,212.81586747349502,None,None,None,None,2014
All Other,None,34186.97914129788,None,None,None,None,None,None,2014
Total,None,73361.92457040078,None,None,None,None,None,None,2014
"PUBLIC COST AND REVENUE ANALYSIS
Fiscal Year 2015",None,None,None,None,None,None,None,None,2015
Mail Classes and Products,Revenue,Cost,Variable Cost,Specific Cost,$,Cost $,$,Coverage,2015
(note 1),(note 1),(note 2),(note 2),(note 2),(note 1),(note 2),(note 2),(note 2),2015
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2015
First-Class Mail:,None,None,None,None,None,None,None,None,2015
Single-Piece Letters,9958.137528000001,5304.197477609786,5282.791465609786,21.406012,0.5045371489981992,0.2687414855992819,0.23579566339891733,1.8774070102094702,2015
Single-Piece Postcards,296.54920799999996,210.25751903979437,209.34763003979438,0.909889,0.35347506459787464,0.2506187442752508,0.10285632032262382,1.4104095271088672,2015
Total Single-Piece Letters and Cards,10254.686736000001,5514.454996649581,5492.139095649581,22.315901,0.49837787092797503,0.2680025642236597,0.23037530670431533,1.8596011287118028,2015
Presort Letters,14981.115192,4702.972048534784,4697.009671681528,5.962376853256517,0.39419104955119993,0.1237470951970158,0.2704439543541841,3.185456991322621,2015
Presort Cards,569.485641,173.39103056450665,173.05066216817022,0.34036839633645677,0.2624917875103621,0.07992075352632322,0.1825710339840389,3.2844008086573675,2015
Total Presort Letters and Cards,15550.600832999999,4876.363079099291,4870.0603338496985,6.302745249592974,0.38707887035123595,0.12138033329713391,0.26569853705410207,3.188975181042577,2015
Flats,2357.692767,1559.381466859818,1558.1387162734736,1.2427505863445576,1.412724767090453,0.9343782406296475,0.47834652646080555,1.5119409952638272,2015
Parcels,544.6844910000001,486.32579908801904,486.31111608801905,0.014683,2.7220678995718153,2.4304195700536453,0.29164832951817,1.1199991693252094,2015
First-Class NSAs,0,0,0,0,None,None,None,None,2015
Outbound Single-Piece First-Class Mail Int'l,314.797229,169.41800851565984,169.02508324886807,0.39292526679177847,1.4836047521160751,0.7984484594299737,0.6851562926861015,1.8581096056910755,2015
Inbound Single-Piece First-Class Mail Int'l,250.67682470000005,348.6012501586964,348.01184653605566,0.58940362264076,0.7875872116297558,1.0952503763030734,-0.30766316467331767,0.7190933038418037,2015
Fees (note 2),147.653603,0,0,0,None,None,None,None,2015
Total First-Class,29420.7924837,12954.544600371066,12923.686191645696,30.85840872537007,0.4658886536524577,0.20513979512589167,0.26074885852656604,2.271078867786466,2015
Standard Mail:,None,None,None,None,None,None,None,None,2015
High Density and Saturation Letters,991.348982,453.72956318070163,452.9257327978423,0.8038303828593418,0.1530265453661884,0.0700385725357536,0.0829879728304348,2.1848895519404072,2015
High Density and Saturation Flats and Parcels,2037.022233,1175.6719487194373,1174.2727260150907,1.3992227043464924,0.18135376390343136,0.10466873142663037,0.07668503247680099,1.7326450930625341,2015
Carrier Route,2236.8050279999998,1706.6263115382403,1705.5764088677456,1.0499026704946386,0.26978556557187294,0.2058396413253161,0.06394592424655685,1.3106589373885202,2015
Letters,10022.981687000001,4930.232639532142,4924.311419951002,5.921219581139622,0.2100343643274562,0.10331439393665628,0.10671997039079992,2.032963233140889,2015
Flats,2106.18541,2627.914610925719,2627.2619231520957,0.6526877736235738,0.4012924592855114,0.5006977600375219,-0.09940530075201048,0.8014664560421418,2015
Parcels,65.093448,89.40248292302273,89.40003192302274,0.002451,1.0773446649843281,1.479677156039899,-0.4023324910555708,0.7280944093694435,2015
Standard Mail NSAs,53.39149599999999,45.71877,45.71877,0,0.2357611570156882,0.20188065366316268,0.033880503352525515,1.1678244187234257,2015
Every Door Direct Mail Retail,148.385386,51.542191201004215,51.50841220100421,0.033779,0.17822657487175758,0.06190763421365648,0.11631894065810111,2.8789110928816886,2015
Fees (note 2),50.006423999999996,0,0,0,None,None,None,None,2015
Total Standard Mail,17711.220094,11080.838518020266,11070.975424907805,9.86309311246367,0.22114071436476235,0.138354361395221,0.08278635296954134,1.5983646061800327,2015
Periodicals:,None,None,None,None,None,None,None,None,2015
In County,66.014812,88.62692376744742,88.57925550942088,0.04766825802654853,0.11564963633109292,0.15526320824557963,-0.03961357191448671,0.7448618229514492,2015
Outside County,1515.3536640000002,2012.4502792779024,2012.01040864433,0.4398706335722507,0.2876876354603055,0.3820606872712793,-0.09437305181097377,0.752989368037322,2015
Fees (note 2),7.851843,0,0,0,None,None,None,None,2015
Total Periodicals,1589.220319,2101.07720304535,2100.589664153751,0.48753889159879926,0.2722118365069996,0.3598859624723718,-0.08767412596537222,0.7563835906155887,2015
Package Services:,None,None,None,None,None,None,None,None,2015
Alaska Bypass,33.761807999999995,19.1473724625828,19.1473724625828,0,26.33479118549355,14.935279993091232,11.399511192402318,1.7632606283695724,2015
Bound Printed Matter Flats,212.355572,151.0821723415894,151.0118846495656,0.0702876920238122,0.8152090750647123,0.5799874089169395,0.23522166614777285,1.4055634010866245,2015
Bound Printed Matter Parcels,283.46242700000005,238.76950824276588,238.70801168997983,0.061496552786068595,1.2437392987495801,1.0476415653656974,0.1960977333838827,1.187180176757717,2015
Media and Library Mail,273.736146,359.08263853675936,359.06243111016175,0.020207426597619,3.6551547300296274,4.794772717809634,-1.1396179877800066,0.7623207491051607,2015
Fees (note 2),2.7608710000000003,0,0,0,None,None,None,None,2015
Total Package Services,806.076824,768.0816915836974,767.9296999122901,0.1519916714074998,1.4277559109873152,1.3604573939217486,0.06729851706556667,1.0494675668390963,2015
International Negotiated Service Agreements,176.6416313,153.5828087028017,153.2415088995844,0.3412998032172833,1.136634862697752,0.9882583929841919,0.1483764697135601,1.150139346922737,2015
"Free Mail - blind, handicapped & servicemen",0,41.293508750507264,41.293508750507264,0,0,0.9148974760592576,-0.9148974760592576,None,2015
Total Market Dominant Mail,49703.951352000004,27099.418330473687,27057.715998269632,41.70233220405733,0.3309227908075316,0.18042459199413896,0.15049819881339266,1.8341335133421366,2015
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2015
Ancillary Services,None,None,None,None,None,None,None,None,2015
Certified Mail,659.186199,485.36132622745805,485.36123422745806,9.2e-05,3.3508354218840193,2.4672329712041976,0.8836024506798217,1.3581349880585278,2015
COD,3.115822,3.0262310857294046,3.0262310857294046,0,9.753555273825736,9.473106026605953,0.28044924721978326,1.0296047828908617,2015
Insurance,89.11558199999999,50.26492843096052,50.26491743096052,1.1e-05,3.9174539401596826,2.209608437879144,1.7078455022805388,1.772917713837021,2015
Registered Mail,37.892098,27.146078273198977,27.14607727319898,1e-06,15.489029313889118,11.096413878447889,4.392615435441229,1.3958590120699108,2015
Stamped Envelopes,11.232788000000001,7.267095068394582,7.267095068394582,0,None,None,None,None,2015
Stamped Cards (note 3),1.2162,0.8672145033528667,0.8672145033528667,0,None,None,None,None,2015
Other Ancillary Services (note 2),492.82870299999996,222.4329100318714,222.43116603187136,0.0017439999999999999,None,None,None,None,2015
Total Domestic Ancillary Services,1294.587392,796.3657836209659,796.3639356209659,0.0018479999999999998,None,None,None,None,2015
Total International Ancillary Services (note 2),43.41105999999999,13.696507796296991,13.696507796296991,0,1.4129150824920789,0.44578507050641863,0.9671300119856603,3.169498433150724,2015
Special Services:,None,None,None,None,None,None,None,None,2015
Address Management Services,17.726874,4.466011153956963,0.06435045428680677,4.401660699670156,None,None,None,None,2015
Caller Service,98.788267,27.255768581195284,27.255768581195284,0,None,None,None,None,2015
Credit Card Authentication (note 4),16.015075,1.459505,1.459505,0,None,None,None,None,2015
Customized Postage,0.63,0.069935,0.069935,0,None,None,None,None,2015
Money Orders,160.74513100000001,105.1079198513765,102.50367956398632,2.60424028739018,1.7326062245896037,1.1329154112180235,0.5996908133715801,1.5293341474866502,2015
Post Office Box Service,310.927931,228.4806732201929,228.4806732201929,0,None,None,None,None,2015
Stamp Fulfillment Services,3.910286,6.621451,6.621451,0,None,None,None,None,2015
Total Special Services,608.7435640000001,373.4612638067216,366.45536281966133,7.005900987060336,None,None,None,None,2015
Total Market Dominant Services,1946.742016,1183.5235552239844,1176.5158062369242,7.007748987060336,None,None,None,None,2015
Total Market Dominant Mail and Services,51650.693368,28282.94188569767,28234.231804506555,48.710081191117666,None,None,None,None,2015
COMPETITIVE MAIL AND SERVICES,None,None,None,None,None,None,None,None,2015
Total Priority Mail Express,779.067402,364.45566845253865,361.58759995420087,2.8680684983377733,21.81953650855836,10.207401494577242,11.612135013981119,2.1376191110098053,2015
Total First-Class Package Service,1689.111832,1368.7548535614533,1368.5637021737505,0.19115138770291099,2.3843256817850076,1.9321144329148543,0.4522112488701533,1.2340499305664479,2015
Total Priority Mail,7276.238807000001,5765.951464499392,5653.989243739392,111.96222076,7.333516777781305,5.8113405739376764,1.5221762038436282,1.2619320248877144,2015
Total Ground,3925.11723,2782.680419603654,2782.6716459027643,0.00877370088958928,1.9936994781323665,1.4134172752779057,0.5802822028544607,1.41055264641531,2015
Total Competitive International,1976.76164343,1212.268906912228,1203.3987070266808,8.870199885547315,7.786870085273157,4.77537619060742,3.011493894665737,1.630629666535796,2015
Total Domestic Competitive Services,778.341418,419.29509766812436,388.3833599848145,30.91173768330985,None,None,None,None,2015
Total Competitive Mail and Services,16424.63833243,11913.406410697391,11758.594258781604,154.81215191578744,None,None,None,None,2015
Total All Mail and Services,68075.33170043,40196.34829639506,39992.82606328816,203.5222331069051,None,None,None,None,2015
Miscellaneous Items,789.949189299992,0,0,0,None,None,None,None,2015
Appropriations:  Revenue Forgone,62.6,0,0,0,None,None,None,None,2015
Total Operating Income,68927.88088973,40196.34829639506,39992.82606328816,203.5222331069051,None,None,None,None,2015
Investment Income,23.2984657,0,0,0,None,None,None,None,2015
Total,68951.17935543001,40196.34829639506,39992.82606328816,203.5222331069051,None,None,None,None,2015
All Other,None,33814.53810746753,None,None,None,None,None,None,2015
Total,None,74010.88640386259,None,None,None,None,None,None,2015
"PUBLIC COST AND REVENUE ANALYSIS
Fiscal Year 2016",None,None,None,None,None,None,None,None,2016
Mail Classes and Products,Revenue,Prod Spec,Variable Cost,Specific Cost,$,None,$,Coverage,2016
(note 1),(note 1),(note 2),(note 2),(note 2),,None,(note 2),(note 2),2016
MARKET DOMINANT PRODUCTS,None,None,None,None,None,None,None,None,2016
First-Class Mail:,None,None,None,None,None,None,None,None,2016
Single-Piece Letters,9458.402042,5321.699785980033,5300.991487980033,20.708298,0.5001672843292825,None,0.2187518699548554,1.7773272492593566,2016
Single-Piece Postcards,282.14977700000003,232.08040190310882,231.2095539031088,0.8708480000000001,0.3547965787140699,None,0.06296103853638146,1.2157415046092286,2016
Total Single-Piece Letters and Cards,9740.551819,5553.7801878831415,5532.201041883141,21.579145999999998,0.49430070623332095,None,0.2124647774124938,1.753859801698899,2016
Presort Letters,14839.780651000001,4404.127087651036,4399.334698548481,4.792389102554307,0.3931508142679588,None,0.27647212531894794,3.3695168998665013,2016
Presort Cards,576.736623,172.76117597874767,172.48218635792244,0.2789896208252101,0.26246633238279365,None,0.18384466968793078,3.338346244360757,2016
Total Presort Letters and Cards,15416.517274000002,4576.888263629784,4571.816884906404,5.071378723379517,0.385961529395147,None,0.2713764540045812,3.368340319012651,2016
Flats,2201.933173,1530.7579115926285,1529.6281448862705,1.1297667063579624,1.4023099014772311,None,0.4274406354557091,1.4384594430801068,2016
Parcels,711.050959,587.9829814233798,587.9725514233797,0.01043,2.8000202776245993,None,0.4846246649120771,1.2093053395503033,2016
First-Class NSAs,0,0,0,0,None,None,None,None,2016
Outbound Single-Piece First-Class Mail Int'l,261.5705439999999,154.71746408863558,154.43267990583695,0.28478418279864165,1.5218820566864377,None,0.621697621345267,1.6906336045564296,2016
Inbound Single-Piece First-Class Mail Int'l,266.41969124,408.18275970728797,407.58435419493276,0.5984055123551976,0.6800491708639816,None,-0.3618571011835131,0.6526970698886262,2016
Fees (note 2),136.78868400000002,0,0,0,None,None,None,None,2016
Total First-Class,28734.83214424,12812.309568324858,12783.635657199964,28.673911124891315,0.46319109538588815,None,0.2566630852835188,2.242751940312111,2016
Standard Mail:,None,None,None,None,None,None,None,None,2016
High Density and Saturation Letters,1075.265192,492.3666505468739,491.0350698458041,1.3315807010697958,0.15378771378933023,None,0.08336793074690305,2.183870883224317,2016
High Density and Saturation Flats and Parcels,2004.2755359999999,1190.110980771343,1187.9968449999037,2.114135771439294,0.1814274103539749,None,0.07369833348957815,1.6841080944408855,2016
Carrier Route,1792.86465,1303.6585266682312,1302.3667147143426,1.2918119538887707,0.26991498023103266,None,0.07364976553472369,1.3752563369351296,2016
Letters,10134.360709,5023.146224566082,5013.841223544488,9.305001021594983,0.20742141365079275,None,0.10461195967617212,2.0175324897844167,2016
Flats,2367.7166879999995,2969.6623013376316,2968.4548188779295,1.2074824597021379,0.3754231848228581,None,-0.09544399479662846,0.7973016618534383,2016
Parcels,53.126059999999995,83.27247949710807,83.26779849710807,0.004681,1.1867275730387488,None,-0.6734093822431229,0.6379786013438568,2016
Standard Mail NSAs,53.784423999999994,49.174874,49.174874,0,0.23603298421727492,None,0.020229013559738718,1.0937379117636374,2016
Every Door Direct Mail Retail,145.65040100000002,54.05504771735727,53.970332717357266,0.084715,0.17976250186750697,None,0.11304747362505392,2.6944828864378407,2016
Fees (note 2),48.022516,0,0,0,None,None,None,None,2016
Total Standard Mail,17675.066176,11165.447085104626,11150.107677196935,15.33940790769498,0.218399613772384,None,0.08043524596175675,1.5830146380416414,2016
Periodicals:,None,None,None,None,None,None,None,None,2016
In County,60.977188999999996,87.0180697396645,86.97218893025048,0.04588080941401824,0.11415272293396819,None,-0.0487499914768362,0.7007416871280636,2016
Outside County (note 2),1437.8380149999998,1950.2008088554799,1949.7668843623262,0.4339244931535269,0.28460710869871725,None,-0.10141760882849171,0.7372769042403527,2016
Fees (note 2),7.897908,0,0,0,None,None,None,None,2016
Total Periodicals,1506.7131119999997,2037.2188785951444,2036.7390732925767,0.4798053025675451,0.2697214407830372,None,-0.09496750149059041,0.7395931423132213,2016
Package Services:,None,None,None,None,None,None,None,None,2016
Alaska Bypass,33.522654,19.714027446439502,19.714027446439502,0,26.148267346426195,None,10.770974720839815,1.7004467550365738,2016
Bound Printed Matter Flats,208.584601,130.55811900463218,130.30343412277045,0.254684881861726,0.787303604912272,None,0.2945113410053486,1.5976379147481397,2016
Bound Printed Matter Parcels,288.673551,276.8532856453834,276.61300007004127,0.240285575342062,1.1548948831544763,None,0.04728927859267196,1.042695051738548,2016
Media and Library Mail (note 2),266.38238299999995,354.3371439435786,354.2650470896986,0.0720968538799721,3.5518314548782435,None,-1.1727520529227302,0.7517766272971266,2016
Fees (note 2),2.2242919999999997,0,0,0,None,None,None,None,2016
Total Package Services,799.3874809999999,781.4625760400336,780.8955087289498,0.5670673110837601,1.3522066120430578,None,0.030320933944060435,1.0229376370789227,2016
International Negotiated Service Agreements,323.77223957999996,200.25902800371566,199.85438556900462,0.4046424347110288,1.5158260237966417,None,0.5782600158460206,1.616767257923536,2016
"Free Mail - blind, handicapped & servicemen",0,37.06785564108414,37.06785564108414,0,0,None,-0.8179861538750344,None,2016
Total Market Dominant Mail,49039.771152819994,27033.76499170946,26988.300157628517,45.464834080948634,0.32731607337814717,None,0.14687914233824512,1.8140192891319133,2016
MARKET DOMINANT SERVICES,None,None,None,None,None,None,None,None,2016
Ancillary Services,None,None,None,None,None,None,None,None,2016
Certified Mail,670.496624,521.1160997850144,521.1088497850144,0.00725,3.390263504539249,None,0.7553197457039054,1.2866549781835799,2016
COD,2.02909,4.940818042202784,4.9408110422027836,7e-06,10.067777099676,None,-14.447180215650175,0.4106789569395604,2016
Insurance,76.945579,42.84506659985114,42.84450359985114,0.0005629999999999999,5.013626118120781,None,2.221923882211451,1.7959028916591144,2016
Registered Mail,31.636955999999998,16.251212140559733,16.251138140559732,7.4e-05,15.718695719572155,None,7.644345623700879,1.9467443859797118,2016
Stamped Envelopes,9.082751,9.511803098838993,9.511803098838993,0,None,None,None,None,2016
Stamped Cards (note 3),0.60524,0.25347957529706616,0.25347957529706616,0,None,None,None,None,2016
Other Ancillary Services (note 2),447.461375,206.81022332141933,206.64509032141933,0.165133,None,None,None,None,2016
Total Domestic Ancillary Services,1238.257615,801.7287025631834,801.5556755631835,0.17302700000000001,None,None,None,None,2016
